country,player_name,club
Uzbekistan,Rustam Ashurmatov,Esteghlal
Uzbekistan,Sherzod Nasrullaev,Pakhtakor
Uzbekistan,Umar Eshmurodov,FK Nasaf
Uzbekistan,Abdulla Abdullaev,Dibba FC
Uzbekistan,Bekhruz Karimov,Surkhon Termiz
Uzbekistan,Avazbek Ulmasaliev,AGMK
Uzbekistan,Jakhongir Urozov,Dinamo Samarqand
Uzbekistan,Akmal Mozgovoy,Pakhtakor
Uzbekistan,Otabek Shukurov,Baniyas
Uzbekistan,Jamshid Iskanderov,Neftchi Fergana
Uzbekistan,Odiljon Hamrobekov,Tractor SC
Uzbekistan,Oston Urunov,Persepolis
Uzbekistan,Dostonbek Khamdamov,Pakhtakor
Uzbekistan,Azizjon Ganiev,Al Bataeh
Uzbekistan,Abbosbek Fayzullaev,İstanbul Başakşehir
Uzbekistan,Sherzod Esanov,FK Bukhara
Uzbekistan,Ruslanbek Jiyanov,Navbahor Namangan
Uzbekistan,Eldor Shomurodov,İstanbul Başakşehir
Uzbekistan,Azizbek Amonov,Dinamo Samarqand
Uzbekistan,Igor Sergeev,Persepolis
Colombia,Camilo Vargas,Atlas
Colombia,David Ospina,Atlético Nacional
Colombia,Álvaro Montero,Vélez Sarsfield
Colombia,Johan Mojica,RCD Mallorca
Colombia,Deiver Machado,FC Nantes
Colombia,Daniel Muñoz,Crystal Palace
Colombia,Santiago Arias,EC Bahia
Colombia,Yerry Mina,Cagliari
Colombia,Davinson Sánchez,Galatasaray
Colombia,Jhon Lucumí,Bologna
Colombia,Willer Ditta,Cruz Azul
Colombia,James Rodríguez,Minnesota United
Colombia,Jefferson Lerma,Crystal Palace
Colombia,Richard Ríos,SL Benfica
Colombia,Juan Fernando Quintero,Racing Club
Colombia,Jorge Carrascal,Dynamo Moscow
Colombia,Kevin Castaño,FK Krasnodar
Colombia,Jaminton Campaz,Rosario Central
Colombia,Luis Díaz,Bayern Munich
Colombia,Jhon Arias,Wolverhampton Wanderers
Colombia,Jhon Córdoba,FK Krasnodar
Colombia,Juan Camilo Hernández,Columbus Crew
Colombia,Carlos Andrés Gómez,Botafogo
England,Jordan Pickford,Everton
England,Dean Henderson,Crystal Palace
England,James Trafford,Manchester City
England,Reece James,Chelsea
England,Tino Livramento,Newcastle United
England,Marc Guéhi,Manchester City
England,Ezri Konsa,Aston Villa
England,John Stones,Manchester City
England,Jarell Quansah,Bayer Leverkusen
England,Nico O'Reilly,Manchester City
England,Dan Burn,Newcastle United
England,Djed Spence,Tottenham Hotspur
England,Declan Rice,Arsenal
England,Elliot Anderson,Nottingham Forest
England,Jude Bellingham,Real Madrid
England,Jordan Henderson,Brentford
England,Morgan Rogers,Aston Villa
England,Kobbie Mainoo,Manchester United
England,Eberechi Eze,Arsenal
England,Harry Kane,Bayern Munich
England,Ivan Toney,Al-Ahli
England,Ollie Watkins,Aston Villa
England,Bukayo Saka,Arsenal
England,Noni Madueke,Arsenal
England,Marcus Rashford,FC Barcelona
England,Anthony Gordon,Newcastle United
Croatia,Dominik Livaković,Dinamo Zagreb
Croatia,Dominik Kotarski,FC Copenhagen
Croatia,Ivor Pandur,Hull City
Croatia,Joško Gvardiol,Manchester City
Croatia,Duje Ćaleta-Car,Real Sociedad
Croatia,Josip Šutalo,Ajax
Croatia,Josip Stanišić,Bayern Munich
Croatia,Marin Pongračić,Fiorentina
Croatia,Martin Erlić,FC Midtjylland
Croatia,Luka Vušković,Hamburger SV
Croatia,Luka Modrić,AC Milan
Croatia,Mateo Kovačić,Manchester City
Croatia,Mario Pašalić,Atalanta
Croatia,Nikola Vlašić,Torino
Croatia,Luka Sučić,Real Sociedad
Croatia,Martin Baturina,Como 1907
Croatia,Kristijan Jakić,Augsburg
Croatia,Petar Sučić,Inter Milan
Croatia,Nikola Moro,Bologna
Croatia,Toni Fruk,HNK Rijeka
Croatia,Ivan Perišić,PSV Eindhoven
Croatia,Andrej Kramarić,TSG Hoffenheim
Croatia,Ante Budimir,CA Osasuna
Croatia,Marco Pašalić,Orlando City
Croatia,Petar Musa,FC Dallas
Croatia,Igor Matanović,SC Freiburg
Ghana,Joseph Anang,St Patrick's Athletic
Ghana,Benjamin Asare,Accra Hearts of Oak
Ghana,Lawrence Ati Zigi,FC St. Gallen
Ghana,Jonas Adjetey,VfL Wolfsburg
Ghana,Rahman Baba,PAOK
Ghana,Derrick Luckassen,Pafos FC
Ghana,Gideon Mensah,AJ Auxerre
Ghana,Abdul Mumin,Rayo Vallecano
Ghana,Jerome Opoku,İstanbul Başakşehir
Ghana,Kojo Peprah Oppong,OGC Nice
Ghana,Alidu Seidu,Stade Rennais
Ghana,Marvin Senaya,AJ Auxerre
Ghana,Augustine Boakye,AS Saint-Étienne
Ghana,Elisha Owusu,AJ Auxerre
Ghana,Thomas Partey,Villarreal
Ghana,Antoine Semenyo,Manchester City
Ghana,Kwasi Sibo,Real Oviedo
Ghana,Caleb Yirenkyi,FC Nordsjælland
Ghana,Abdul Fatawu Issahaku,Leicester City
Ghana,Prince Kwabena Adu,Viktoria Plzeň
Ghana,Jordan Ayew,Leicester City
Ghana,Christopher Bonsu Baah,Al Qadsiah
Ghana,Ernest Nuamah,Olympique Lyonnais
Ghana,Kamaldeen Sulemana,Atalanta
Ghana,Brandon Thomas-Asante,Coventry City
Ghana,Iñaki Williams,Athletic Club
Panama,Luis Mejía,Club Nacional
Panama,Orlando Mosquera,Al-Fayha
Panama,César Samudio,CD Marathon
Panama,Andrés Andrade,LASK
Panama,César Blackman,Slovan Bratislava
Panama,José Córdoba,Norwich City
Panama,Eric Davis,CD Plaza Amador
Panama,Fidel Escobar,Deportivo Saprissa
Panama,Edgardo Fariña,FC Pari NN
Panama,Jorge Gutiérrez,Deportivo La Guaira
Panama,Roderick Miller,Turan Tovuz
Panama,Michael Amir Murillo,Beşiktaş
Panama,Jiovany Ramos,Academia Puerto Cabello
Panama,Edgar Yoel Bárcenas,Mazatlán FC
Panama,Adalberto Carrasquilla,Pumas UNAM
Panama,Aníbal Godoy,San Diego FC
Panama,Cristian Martínez,Ironi Kiryat Shmona
Panama,Alberto Quintero,CD Plaza Amador
Panama,José Luis Rodríguez,FC Juárez
Panama,César Yanis,CD Cobresal
Panama,Carlos Harvey,Minnesota United
Panama,José Fajardo,Universidad de Concepción
Panama,Azarías Londoño,Universidad Católica
Panama,Tomás Rodríguez,Deportivo Saprissa
Panama,Cecilio Waterman,Universidad de Concepción
Panama,Ismael Díaz,Club León
Norway,Ørjan Nyland,Sevilla
Norway,Sander Tangvik,Hamburger SV
Norway,Egil Selvik,Watford
Norway,Kristoffer Vassbakk Ajer,Brentford
Norway,Leo Østigård,Genoa
Norway,David Møller Wolfe,Wolverhampton Wanderers
Norway,Fredrik André Bjørkan,FK Bodø/Glimt
Norway,Marcus Holmgren Pedersen,Torino
Norway,Torbjørn Heggem,Bologna
Norway,Sondre Langås,Derby County
Norway,Henrik Falchener,Viking FK
Norway,Julian Ryerson,Borussia Dortmund
Norway,Morten Thorsby,Cremonese
Norway,Patrick Berg,FK Bodø/Glimt
Norway,Sander Berge,Fulham
Norway,Martin Ødegaard,Arsenal
Norway,Fredrik Aursnes,SL Benfica
Norway,Kristian Thorstvedt,Sassuolo
Norway,Thelo Aasgaard,Rangers
Norway,Antonio Nusa,RB Leipzig
Norway,Andreas Schjelderup,SL Benfica
Norway,Oscar Bobb,Fulham
Norway,Jens Petter Hauge,FK Bodø/Glimt
Norway,Alexander Sørloth,Atlético Madrid
Norway,Erling Haaland,Manchester City
Norway,Jørgen Strand Larsen,Crystal Palace
Iraq,Jalal Hassan,Al-Zawraa
Iraq,Fahad Talib,Al-Talaba
Iraq,Ahmed Basil,Al-Shorta
Iraq,Rebin Sulaka,Port FC
Iraq,Manaf Younis,Al-Shorta
Iraq,Merchas Doski,Viktoria Plzeň
Iraq,Zaid Tahseen,Pakhtakor
Iraq,Hussein Ali,Pogoń Szczecin
Iraq,Ahmed Yahya,Al-Shorta
Iraq,Mustafa Saadoon,Al-Shorta
Iraq,Akam Hashim,Al-Zawraa
Iraq,Ibrahim Bayesh,Al-Dhafra
Iraq,Amir Al-Ammari,Cracovia
Iraq,Ali Jasim,Al-Najma
Iraq,Youssef Amyn,AEK Larnaca
Iraq,Zidane Iqbal,FC Utrecht
Iraq,Marko Farji,Venezia
Iraq,Kevin Yakob,AGF Aarhus
Iraq,Aimar Sher,Sarpsborg 08
Iraq,Zaid Ismail,Al-Talaba
Iraq,Ahmed Qasem,Nashville SC
Iraq,Aymen Hussein,Al-Karma
Iraq,Mohanad Ali,Dibba Al-Fujairah
Iraq,Ali Al-Hamadi,Luton Town
Iraq,Ali Yousif,Al-Talaba
Iraq,Frans Putros,Persib Bandung
